店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
清真·香臣海捞无烟火锅,2184999,四川火锅,香臣海捞,2224649,,5,63,89,新世界百货,168,34.753098,113.682874,管城回族区紫荆山路与商城路交叉口新世界百货4楼,4,"4519,1354,",免费停车,双人餐99元，4人餐188元起，4-6人餐278元，4-6人餐368元;89代100元;,周一至周日 11:00-23:30,0371-86135222,97811,"香臣•海捞是中原首家大型清真火锅店，引领新派清真火锅时代。创新无烟火锅，告别了吃火锅一身味的麻烦，注重室内新风系统，让您在品味美味的同时，享受自然的清新感觉。 江鲜配火锅，引领新时尚，长江空运当地江鲜，配香臣特色青麻鲜椒锅底,让您体验舌尖上的美味。 品质保证，我们的牛羊肉均以严格把控，均为自制肉品，以鲜切特色，让您吃出美味，吃出健康。香臣特色红汤锅，麻辣鲜香，涮食牛羊鲜杂类配香臣特色秘制油碟，味道细腻爽滑，麻得爽心，辣的过瘾。 香臣人以打造品质为宗旨，以平价菜品服务广大客户为目标，打造大家都喜欢的平价火锅",,False,0,385,97811,True,False
韩风源烧烤涮自助餐厅(登封店),6348500,综合自助,,0,,5,45,46.9,百货大楼/中天广场,3250,34.454186,113.037999,登封市少林大道223号（新世纪大酒店东隔壁）,,,免费提供10个停车位,单人午餐46.9元，单人午/晚餐46.9元，单人晚餐53.9元，双人午餐93.8元，双人晚餐107.8元;,周一至周日 11:00-15:00 17:30-22:00,0371-62991188,97477,韩风源烧烤涮自助餐厅拥有烧烤系列、海鲜系列、水果系列、寿司系列等等。百余种菜品，现场烹调料理，自主挑选食材，更有花样繁多的酒水、饮料果汁，全部免费无限畅饮，使您充分体验每道佳肴新鲜上桌时所带来的优越享受。 店内装潢简洁大气，可以满足不同人数的需要。深色的氛围，宽厚的陈设，简单的线条勾勒出店的主体，让您尽享美食的无限乐趣。,,False,0,588,97477,True,False
葛记焖饼(伏牛路店),886404,豫菜,葛记焖饼,982939,http://p1.meituan.net/poi/f507692d5a482256381c0d95c8be72de18949.png,4,41,49.9,锦艺城,165,34.754671,113.60717,中原区建设路与伏牛路交叉口向南150米路东,,"1347,4664,",免费停车,双人餐49.9元，4人餐108元，6人餐199元，8-10人餐299元，8-10人餐299元，10-12人餐468元，10-12人餐468元，10人餐588元起，10人餐588元起;85代100元;,周一至周日 11:00-14:30 18:00-22:00,0371-67869797,93138,据《郑州饮食行业志》记载，葛记焖饼馆的创业人葛明惠先生，是清朝满族镶黄旗人，生于1882年，他10岁进北京珂王府做事，曾给王爷赶车，颇得王爷的欣赏，他勤快好学，闲时常到王府膳食房帮厨，熟谙烹调技艺。当时，王府中有一种主食千层饼，还有一种菜肴名称坛子肉。有一天，王爷回到府中，感到腹中饥饿，葛明惠便越俎代庖，用坛子肉为王爷焖了一盘饼，又用榨菜、芫荽沏了一碗汤，饼软肉香，清汤爽口，王爷大加赞赏。民国初年，战乱纷纷，葛明惠携两子来河南谋生，危难中想起被王爷大加赞赏的坛子肉焖饼，于是，经朋友帮忙在郑州火车站附近开了“坛子肉焖饼馆”，葛明惠亲自站灶，两个儿子打下手。 解放后，葛明惠和他的次子先后去世，长子葛去祥继续经营，他继承发扬父亲的烹调技术，使烹制的坛子肉一开坛便香气四溢，经其多年苦心经营，遂使葛记焖饼成为闻名遐迩的风味小吃,,False,1,239,93138,True,False
韩风源自助烤肉(西大学城店),42536490,烤肉自助,韩风源烧烤涮自助餐厅,1146928,http://p1.meituan.net/poi/d563c2fb0ed75275713142adac9ff85215711.png,4.7,48,1,高新区,7397,34.826968,113.533509,高新区西四环与莲花街交叉口向东200米,,"4672,",,单人午/晚餐1元，单人午/晚餐51.9元，单人午餐53.9元，单人晚餐56.9元;,周一至周日 11:30-14:30 18:00-21:30  2019-02-03至2019-02-12 休息,0371-55229555,93053,,,False,0,0,93053,True,False
韩风源自助烤肉(黄河路姚寨路店),41266936,烤肉自助,韩风源烧烤涮自助餐厅,1146928,http://p1.meituan.net/poi/d563c2fb0ed75275713142adac9ff85215711.png,5,48,1,曼哈顿广场,166,34.774238,113.704317,金水区黄河路与姚寨路交叉口（天一大厦2楼）,,,,单人午/晚餐1元，单人午/晚餐49.9元，单人午餐53.9元，单人晚餐56.9元;39.9代59元;,周一至周日 11:30-14:30 18:00-21:30,0371-65335888,92740,,,False,0,606,92740,True,False
同胜祥(4天地店),42343915,其他美食,,0,,4.2,24,9.9,郑东新区CBD,166,34.773003,113.719304,金水区商务内环与商务西三街交叉口丹尼斯4天地3楼,3,"1358,",,每满50减5（买单立享）;9.9元店庆特惠单人餐，14.9元单人餐，18.9元精品单人餐，41.9元双人餐，79.9元店庆4人超值套餐;45代50元;,周一至周日 10:30-15:00 17:00-21:30  2019-02-04至2019-02-11 休息,0371-56776161,92007,,,False,0,457,92007,True,False
松本楼,2377026,日料自助,松本楼,647283,http://p1.meituan.net/poi/79ee7f5a0128fa01eeaee2db5d789d0986661.png,3.9,151,159,二七万达,167,34.716967,113.642812,二七区航海路二七万达广场3楼3025-3026商铺（大学路口）,3,,停车位收费标准：万达供有收费停车位,单人午/晚餐159元起;2000代2200元;,周一至周日 11:00-14:00 17:00-21:00,0371-55132558,91175,松本楼在北京、石家庄、唐山、青岛、郑州等地均有分店，并都具有很高的口碑及影响力。松本楼自助餐，以食材优质、摆盘精美、味道精致、服务贴心著称。以“善食善道”为经营理念，立志把最好的食物提供给顾客，让顾客拥有舒适的用餐体验。 松本楼采用单点式自助的就餐方式，既让顾客可以在上百种菜品中自由选择、无限畅享，还能使顾客感受到尊贵的服务。松本楼的菜品以传统的日式烧肉为主，全部选用上等的牛肉，雪花纹路清晰可见，口感鲜美至极，搭配特制的酱料，可以体味到一场豪华的牛肉盛宴。松本楼一直坚持选用新鲜的食材，这一点在刺身的选材上尤为重要。冰鲜的三文鱼，口感弹性十足。急冻的金枪鱼，色泽亮丽，口感鲜美。还有甜虾、北极贝、西陵鱼子、珊瑚贝等等，都是刺身料理中的上品。除了烧肉，松本楼的红烧牛筋尾、铁板明虾、海鲜土瓶蒸、照烧鳕鱼、生蚝、寿司等等都是深受顾客欢迎的菜品,,False,0,304,91175,True,False
有个丁老头(郑大店),40161436,小吃快餐,,0,,4.8,9,6.56,高新区,7397,34.814919,113.530445,高新区郑州大学新校区荷园二餐厅（中国电信西20米）,,,,6.5元奶酪，7.3元朝鲜面，8.2元ADC勾魂米线，10.6元美味3选1，10.6元麻辣爆肚朝鲜面，13.8元忠孝东路卤肉饭;,周一至周日 09:00-21:00  2019-02-01至2019-02-12 休息,0371-53373518,90135,,,False,1,291,90135,True,False
杨翔豆皮涮牛肚(二七万达店),2500625,串串香,杨翔豆皮涮牛肚,30216,http://p1.meituan.net/poi/0f62bd361adc5f380271727e26bbab5612785.png,4.2,50,89,二七万达,167,34.71927,113.64314,二七区航海中路与大学南路交叉口西南角万达广场室内步行街3楼中厅,3,,,满100减12（买单立享）;双人餐93元，4人餐155元;89代100元;,周一至周日 10:00-21:30,0371-86559933,88211,杨翔豆皮涮牛肚特色涮锅，共有三种特色：一是杨翔豆皮涮牛肚底汤选用优质牛棒骨、大骨、户县老母鸡，用文火煨制48小时而成，不添加味精、色素，营养健康。二是杨翔大师多年潜心研究，选用61种原料调配而成！三是热锅冷吃，无需加热，上桌即食，方便快捷,,False,1,168,88211,True,False
五谷渔粉,95935154,米粉,五谷渔粉,1871137,http://p1.meituan.net/poi/e271fba5e5fc88d13cc8ec655d63913670270.png,5,13,10.9,新世界百货,168,34.75356,113.68314,管城回族区商城路紫荆山路交叉口新世界百货东面美食街裕鸿国际C座,,"4519,1354,1355,4525,",,10.9元五谷招牌鱼粉，12.9元麻辣牛肉鱼头鱼粉;18代20元;,周一至周日 10:00-22:00  2019-02-01至2019-02-12 休息,13937190129,87586,,,False,1,176,87586,False,False
俄士厨房(印象汇店),85305744,俄罗斯菜,,0,,5,89,69,东建材,166,34.748433,113.725015,金水区中州大道1188号金水印象汇2层,2,,,单人餐69元，双人餐199元起，4人餐359元;92代100元;,周一至周日 10:30-22:00,0371-53392066/53392099,87499,,,False,1,219,87499,True,False
唐古拉欢乐自助餐厅(洧水路店),2652039,综合自助,,0,,3.9,45,42.9,炎黄广场,3249,34.392782,113.74078,新郑市中华路与洧水路交叉口向西50米路南（老检察院对面）,,,免费提供20个停车位,单人午餐42.9元，单人午餐44.9元，单人晚餐49.9元;,周一至周日 11:00-14:30 17:30-22:30,0371-85909699,84218,北京汉丽轩烤肉超市公司颠覆传统韩式烧烤和自助餐的运营模式，提出了“烤肉超市”这一独特、有创意的全新运营模式。消费者进入用餐区后，可以完全根据自己的口味随意选取200多种美味佳肴。汉丽轩的菜品分为多个区域，菜品丰富，为顾客提供香、甜、麻、辣等口味的菜肴。,,False,1,79,84218,True,False
淡水士林(东风路店),3288789,台湾菜,,0,,4.8,28,0,财院/轻工业学院,166,34.799835,113.654837,金水区东风路与园田路交叉口向东150米路北（轻工业学院对面）,,,有停车位,每满50减4（买单立享）;,周一至周日 11:30-21:30,0371-55059182,83904,台一线是早期台湾最重要的道路，沿线也因此蕴藏着许多的地道美味，现在的台一线是许多观光景点的要道。因为餐厅不是吃饱就一走了之所以结合台式的泡沫茶饮文化，让用餐变得自由又时尚，多元的口感、舒畅的空间让餐厅有了新的概念，这个新观念将由台一线开始。中国的餐饮服务业在近十年受到西方速食文化的洗礼，现在已经发展属于中式快餐的独特风格了，尤其在近三年中国经济突飞猛进，将单纯用餐的餐厅功能变成茶余饭后的休闲天地，我们除了带来台湾精致安心的餐饮文化外，更提供干净明亮的餐饮空间，让美味健康的餐饮在全时段供应的，这个空间，就是台一线。台一线提供着高品质的服务与制作水准，以调饮、奶茶、面食、饭类、茶食等多样化的美食结构，让消费者有更多的选择。,,False,1,0,83904,True,False
百年老妈火锅(西元国际广场店),6998923,四川火锅,百年老妈火锅,826173,http://p1.meituan.net/poi/f114296fb89b693ffcb18025058d68d864671.png,5,56,85,西元国际广场,165,34.757767,113.600647,中原区建设路与秦岭路交叉口西北角西元国际广场4楼（近华润万家）,4,"1347,",,每满100减15（买单立享）;双人餐89元，3-4人餐178元，5-6人餐288元;85代100元;,周一至周日 10:30-21:30,0371-67897666,83775,百年老妈成立于1996年，总部坐落于中国“绿城”郑州市。百年老妈集团经过15年的健康快速发展，已成为一家专注于绿色火锅系列产品开发及品牌化经营的集团公司。以“成为中国火锅餐饮行业的领跑者”为愿景，立足可持续发展，做百年老店的经营总目标。目前已拥有涉及酒店管理、投融资顾问、食品加工、酒品酿造、教育咨询、装饰装修等多个跨领域的子公司及百年老妈、百年老妈升级版等多个火锅餐饮品牌。 百年老妈西元店位于建设路和秦岭路交叉口，西元广场3楼，地铁口，交通便利，西元广场就餐环境优美，新店开业，我们将以更优质的服务欢迎您的到来。,,False,0,111,83775,True,False
和米堂(大卫城店),42283804,小吃快餐,,0,,5,18,13.8,丹尼斯·大卫城,166,34.757546,113.666438,金水区二七路与西太康路交叉口西北丹尼斯大卫城B1层,-1,"1353,1354,",,13.8元原味章鱼烧;36代40元;,周一至周日 10:00-21:30,0371-55058155,82940,,,False,0,0,82940,True,False
爱斯米牛排自助(大商新玛特店),95920539,综合自助,,0,,4.8,75,67.9,国贸360,166,34.785439,113.680578,金水区花园路38号大商新玛特7层,7,"4527,",,单人午/晚餐67.9元起;,周一至周日 11:00-20:30,0371-61175861,82987,,,False,0,454,82987,True,False
千家粗粮王(上悦城店),170635183,综合自助,,0,,3.9,68,53.1,凤凰城/上悦城,166,34.746382,113.716229,金水区郑汴路与英协路交叉口西南角上悦城4楼,4,,,单人午餐53.1元，单人晚餐63.1元，双人午/晚餐68.9元;499代600元，699代840元;,周一至周日 11:00-14:00 17:00-22:00,0371-55286668,82339,,,False,0,1759,82339,True,False
汉丽轩烧烤涮自助餐厅(世纪城店),64087485,综合自助,,0,,3,50,47.9,世纪城,3254,34.723585,114.018012,中牟县建设路与青年路交叉口向南200米路东世纪城4楼,,,,单人午餐47.9元，单人晚餐51.9元，双人午餐95.5元，双人晚餐103元;,周一至周日 11:00-14:30 16:30-22:00,17737189267/13253357769,79943,,,False,0,454,79943,True,False
N多寿司(二七万达店),6002668,日式寿司,n多寿司,24030,http://p0.meituan.net/poi/fb198a682366a3d7e488db3711a9c68752608.png,4.5,15,3.99,二七万达,167,34.71871,113.64203,二七区二七万达金街3号门出口向北200米,,,,单人餐3.9元起，单人餐3.9元起，15.9元黄金脆套餐，24.8元欢乐单人套餐，46.4元欢享双人套餐;27代30元;,周一至周日 10:00-22:30,13937120531,78291,亲民价的馋喵海鲜寿司，秒杀高大上寿司店，KO街边紫菜包饭，这才是真正的寿司！,,False,1,277,78291,True,False
五谷渔粉(西元国际店),95335453,米粉,五谷渔粉,1871137,http://p1.meituan.net/poi/e271fba5e5fc88d13cc8ec655d63913670270.png,5,10,10.5,西元国际广场,165,34.758193,113.60099,中原区建设西路与秦岭路交叉口向西100米路北（西园国际美食街西段）,,"1347,",,10.5元鱼粉5选1，24.6元鱼粉4选2;10.5代11元;,周一至周日 10:30-12:00 13:00-21:30  2019-02-01至2019-02-12 休息,13673385086,77843,,,False,1,253,77843,False,False
轻语西饼(锦艺城店),2381770,蛋糕,轻语西饼,1032346,,4,16,11.9,锦艺城,165,34.765106,113.608584,中原区桐柏路棉纺路锦艺国际华都美域二期西门向北50米路东,,,,创艺卡通蛋糕69.5元，慕斯蛋糕82.8元，八英寸网红卡通造型蛋糕86元，89元蛋糕2选1，裸胚蛋糕96.6元，十字慕斯蛋糕128元，数字蛋糕128元，冰淇淋蛋糕138元，8英寸人物造型蛋糕139元，卡通人物蛋糕158元，双层蛋糕160元;16代20元;,周一至周日 07:30-20:30  2019-02-01至2019-02-11 休息,0371-55622318/15138941103,76046,轻语西饼是专业经营时尚面包、芝士蛋糕、西点等烘焙食品的机构。选用优质的原材料，产品均为现做现卖，保证新鲜口感。蛋糕以各种新鲜食材相搭配，造型各异，好似一件件个性的艺术品一般精美。 如果你的唇齿口舌偶然碰触到一块轻语西饼 Cheese Cake，在你还没来得及思考，就触电般，瞬间感受到整个口腔都被浓郁的乳香和绵密的糕体包裹住，却又不是粘腻，而是温柔丝滑如抚摩......那种味蕾被深深拥抱的感觉，应该也是件很幸福的事情吧。,,False,1,40,76046,True,False
高品会牛排自助(无限城店),157760030,综合自助,,0,,4.6,55,54,火车站/二七广场,167,34.749239,113.665995,二七区德化街无限城四楼,4,"1353,1352,",,单人午/晚餐54元起;54代59元;,周一至周日 11:00-22:00,0371-53366005,73707,,,False,0,565,73707,True,False
乡村大盘鸡(商城路总店),2185250,川菜,乡村大盘鸡,165678,http://p0.meituan.net/poi/c96022abf3c0e341acdc900ae9782ea462349.png,4.2,36,63.9,康桥商务广场,168,34.75069,113.7024,管城回族区商城路与未来路交叉口向西200米路南（东明路口东）,,,免费停车,2-3人餐63.9元，2-3人餐78.9元，3-4人餐79.9元，2-3人餐92.9元;,周一至周日 09:30-14:30 17:00-23:00,0371-88885615/55555615,73307,大盘鸡经典风味，麻辣鲜香，口感优越，分量十足，保证吃的过瘾。生意火爆，一直坚持“诚实做人、踏实做事，快乐经营”的宗旨，摒弃了繁琐和奢华，强调“回归自然”，给人以轻松、舒适的感觉，选一个悠闲的傍晚，约上几个朋友来这里“吃吃喝喝”，温馨惬意。,,False,1,329,73307,True,False
